240,3300,340,30881
240,3600,340,30891
240,3900,340,31279
240,4500,340,31421
240,5000,340,30628
240,5500,340,30742
240,6000,340,30730
240,6500,340,31159
240,7000,340,31005
240,7500,340,31120
240,3300,341,30810
240,3600,341,30812
240,3900,341,30785
240,4500,341,30784
240,5000,341,30774
240,5500,341,31025
240,6000,341,30732
240,6500,341,30883
240,7000,341,30898
240,7500,341,30874
240,3300,342,30738
240,3600,342,30689
240,3900,342,31103
240,4500,342,31266
240,5000,342,31240
240,5500,342,30784
240,6000,342,30963
240,6500,342,30846
240,7000,342,30856
240,7500,342,31109
240,3300,343,31221
240,3600,343,30660
240,3900,343,30773
240,4500,343,30612
240,5000,343,30684
240,5500,343,30639
240,6000,343,30708
240,6500,343,30801
240,7000,343,30961
240,7500,343,31024
240,3300,344,30601
240,3600,344,30564
240,3900,344,31154
240,4500,344,31273
240,5000,344,31013
240,5500,344,30655
240,6000,344,30600
240,6500,344,30724
240,7000,344,30984
240,7500,344,31009
240,3300,345,30717
240,3600,345,30536
240,3900,345,30432
240,4500,345,30675
240,5000,345,30639
240,5500,345,30656
240,6000,345,30783
240,6500,345,30874
240,7000,345,30871
240,7500,345,31007
240,3300,346,30657
240,3600,346,30746
240,3900,346,30719
240,4500,346,30449
240,5000,346,30637
240,5500,346,30767
240,6000,346,30737
240,6500,346,31526
240,7000,346,30850
240,7500,346,30847
240,3300,347,30733
240,3600,347,30628
240,3900,347,30712
240,4500,347,30627
240,5000,347,30843
240,5500,347,30623
240,6000,347,30655
240,6500,347,30741
240,7000,347,30767
240,7500,347,30991
240,3300,348,30717
240,3600,348,30630
240,3900,348,30529
240,4500,348,30446
240,5000,348,30660
240,5500,348,30549
240,6000,348,30553
240,6500,348,30777
240,7000,348,30727
240,7500,348,30888
240,3300,349,30790
240,3600,349,30472
240,3900,349,30701
240,4500,349,30455
240,5000,349,30740
240,5500,349,30601
240,6000,349,30536
240,6500,349,30669
240,7000,349,30629
240,7500,349,30830
240,3300,350,30676
240,3600,350,30630
240,3900,350,30610
240,4500,350,30626
240,5000,350,30473
240,5500,350,30481
240,6000,350,30643
240,6500,350,30647
240,7000,350,30843
240,7500,350,30618
240,3300,351,31000
240,3600,351,30642
240,3900,351,30490
240,4500,351,30634
240,5000,351,30607
240,5500,351,30634
240,6000,351,30392
240,6500,351,30821
240,7000,351,30823
240,7500,351,30859
240,3300,352,30803
240,3600,352,30595
240,3900,352,30508
240,4500,352,30552
240,5000,352,30425
240,5500,352,30564
240,6000,352,30178
240,6500,352,30576
240,7000,352,30712
240,7500,352,30901
240,3300,353,30552
240,3600,353,30602
240,3900,353,30576
240,4500,353,30568
240,5000,353,30497
240,5500,353,30418
240,6000,353,30359
240,6500,353,30584
240,7000,353,30601
240,7500,353,30735
240,3300,354,30466
240,3600,354,30553
240,3900,354,30445
240,4500,354,30441
240,5000,354,30406
240,5500,354,30570
240,6000,354,30552
240,6500,354,30574
240,7000,354,30664
240,7500,354,30553
240,3300,355,30581
240,3600,355,30541
240,3900,355,30726
240,4500,355,30453
240,5000,355,30393
240,5500,355,30323
240,6000,355,30453
240,6500,355,30510
240,7000,355,30642
240,7500,355,30707
240,3300,356,30517
240,3600,356,30472
240,3900,356,30521
240,4500,356,30462
240,5000,356,30409
240,5500,356,30210
240,6000,356,30497
240,6500,356,30542
240,7000,356,30599
240,7500,356,30626
240,3300,357,30619
240,3600,357,30563
240,3900,357,30475
240,4500,357,30389
240,5000,357,30253
240,5500,357,30256
240,6000,357,30478
240,6500,357,30374
240,7000,357,30586
240,7500,357,30652
240,3300,358,30473
240,3600,358,30497
240,3900,358,30362
240,4500,358,30501
240,5000,358,30423
240,5500,358,30371
240,6000,358,30442
240,6500,358,30540
240,7000,358,30622
240,7500,358,30580
240,3300,359,30703
240,3600,359,30569
240,3900,359,30368
240,4500,359,30012
240,5000,359,30336
240,5500,359,30349
240,6000,359,30282
240,6500,359,30539
240,7000,359,30656
240,7500,359,30728
240,3300,360,30656
240,3600,360,30594
240,3900,360,30567
240,4500,360,30255
240,5000,360,30098
240,5500,360,30254
240,6000,360,30200
240,6500,360,30457
240,7000,360,30481
240,7500,360,30463
240,3300,361,30807
