audio interface opened
hw_params allocated
hw_params initialized
hw_params access setted
hw_params format setted
hw_params rate setted
hw_params channels setted
change volume times :8
audio interface prepared: 16, length - 96000
freq:240,amplitude,vol,theta 
240,32506,8000,64 
240,32474,8000,64 
240,32474,8000,64 
240,27781,1000,65 
240,30201,1000,65 
240,32241,1000,65 
240,32215,1000,65 
240,32210,1000,65 
240,32241,1000,65 
240,22195,2000,65 
240,10401,2000,65 
240,32276,2000,65 
240,32306,2000,65 
240,32278,2000,65 
240,32277,2000,65 
240,28232,3000,65 
240,30538,3000,65 
240,32363,3000,65 
240,32328,3000,65 
240,32328,3000,65 
240,32360,3000,65 
240,22210,4000,65 
240,10639,4000,65 
240,32371,4000,65 
240,32404,4000,65 
240,32371,4000,65 
240,32372,4000,65 
240,28132,5000,65 
240,30348,5000,65 
240,32436,5000,65 
240,32405,5000,65 
240,32403,5000,65 
240,32437,5000,65 
240,21738,6000,65 
240,10474,6000,65 
240,32430,6000,65 
240,32461,6000,65 
240,32430,6000,65 
240,32430,6000,65 
240,28296,7000,65 
240,30250,7000,65 
240,32487,7000,65 
240,32454,7000,65 
240,32452,7000,65 
240,32485,7000,65 
240,21717,8000,65 
240,9784,8000,65 
240,32474,8000,65 
240,32506,8000,65 
240,32474,8000,65 
240,32473,8000,65 
240,28452,1000,66 
240,29965,1000,66 
240,32247,1000,66 
240,32214,1000,66 
240,32209,1000,66 
240,32242,1000,66 
240,21644,2000,66 
240,11006,2000,66 
240,32276,2000,66 
240,32308,2000,66 
240,32275,2000,66 
240,32275,2000,66 
240,28082,3000,66 
240,30430,3000,66 
240,32359,3000,66 
240,32327,3000,66 
240,32328,3000,66 
240,32359,3000,66 
240,22155,4000,66 
240,10687,4000,66 
240,32370,4000,66 
240,32403,4000,66 
240,32371,4000,66 
240,32373,4000,66 
240,27913,5000,66 
240,30172,5000,66 
240,32437,5000,66 
240,32404,5000,66 
240,32404,5000,66 
240,32436,5000,66 
240,22094,6000,66 
240,10190,6000,66 
240,32432,6000,66 
240,32463,6000,66 
240,32433,6000,66 
240,32430,6000,66 
240,28357,7000,66 
240,30195,7000,66 
240,32485,7000,66 
240,32452,7000,66 
240,32454,7000,66 
240,32486,7000,66 
240,22080,8000,66 
240,10942,8000,66 
240,32474,8000,66 
240,32506,8000,66 
240,32475,8000,66 
240,32475,8000,66 
240,28745,1000,67 
240,30146,1000,67 
240,32244,1000,67 
240,32216,1000,67 
240,32211,1000,67 
240,32245,1000,67 
240,21592,2000,67 
240,10951,2000,67 
240,32276,2000,67 
240,32309,2000,67 
240,32276,2000,67 
240,32278,2000,67 
240,28464,3000,67 
240,30551,3000,67 
240,32360,3000,67 
240,32329,3000,67 
240,32327,3000,67 
240,32360,3000,67 
240,21847,4000,67 
240,10589,4000,67 
240,32373,4000,67 
240,32402,4000,67 
240,32370,4000,67 
240,32370,4000,67 
240,28307,5000,67 
240,30577,5000,67 
240,32436,5000,67 
240,32405,5000,67 
240,32403,5000,67 
240,32438,5000,67 
240,21972,6000,67 
240,9878,6000,67 
240,32431,6000,67 
240,32462,6000,67 
240,32431,6000,67 
240,32429,6000,67 
240,27730,7000,67 
240,30347,7000,67 
240,32486,7000,67 
240,32454,7000,67 
240,32452,7000,67 
240,32486,7000,67 
240,22337,8000,67 
240,10345,8000,67 
240,32474,8000,67 
240,32505,8000,67 
240,32474,8000,67 
240,32475,8000,67 
240,28083,1000,68 
240,30406,1000,68 
240,32242,1000,68 
240,32210,1000,68 
240,32208,1000,68 
240,32243,1000,68 
240,22508,2000,68 
240,10183,2000,68 
240,32275,2000,68 
240,32309,2000,68 
240,32277,2000,68 
240,32274,2000,68 
240,28111,3000,68 
240,30196,3000,68 
240,32359,3000,68 
240,32327,3000,68 
240,32328,3000,68 
240,32361,3000,68 
240,21983,4000,68 
240,12996,4000,68 
240,32371,4000,68 
240,32403,4000,68 
240,32370,4000,68 
240,32372,4000,68 
240,28047,5000,68 
240,30138,5000,68 
240,32436,5000,68 
240,32406,5000,68 
240,32405,5000,68 
240,32437,5000,68 
240,23435,6000,68 
240,13293,6000,68 
240,32430,6000,68 
240,32463,6000,68 
240,32431,6000,68 
240,32430,6000,68 
240,28357,7000,68 
240,30463,7000,68 
240,32487,7000,68 
240,32454,7000,68 
240,32455,7000,68 
240,32487,7000,68 
240,22930,8000,68 
240,13111,8000,68 
240,32474,8000,68 
240,32507,8000,68 
240,32474,8000,68 
240,32475,8000,68 
240,28622,1000,69 
240,30703,1000,69 
240,32243,1000,69 
240,32210,1000,69 
240,32208,1000,69 
240,32244,1000,69 
240,23156,2000,69 
240,12467,2000,69 
240,32277,2000,69 
240,32307,2000,69 
240,32279,2000,69 
240,32274,2000,69 
240,28481,3000,69 
240,30692,3000,69 
240,32360,3000,69 
240,32327,3000,69 
240,32329,3000,69 
240,32362,3000,69 
240,23637,4000,69 
240,12928,4000,69 
240,32371,4000,69 
240,32403,4000,69 
240,32371,4000,69 
240,32369,4000,69 
240,28791,5000,69 
240,30494,5000,69 
240,32435,5000,69 
240,32405,5000,69 
240,32405,5000,69 
240,32436,5000,69 
240,23713,6000,69 
240,12259,6000,69 
240,32431,6000,69 
240,32462,6000,69 
240,32430,6000,69 
240,32431,6000,69 
240,28607,7000,69 
240,30801,7000,69 
240,32484,7000,69 
240,32454,7000,69 
240,32455,7000,69 
240,32486,7000,69 
240,22950,8000,69 
240,13485,8000,69 
240,32475,8000,69 
240,32506,8000,69 
240,32475,8000,69 
240,32475,8000,69 
240,28226,1000,70 
240,30250,1000,70 
240,32243,1000,70 
240,32213,1000,70 
240,32209,1000,70 
240,32244,1000,70 
240,27554,2000,70 
240,15020,2000,70 
240,32276,2000,70 
240,32309,2000,70 
240,32277,2000,70 
240,32276,2000,70 
240,28033,3000,70 
240,30413,3000,70 
240,32362,3000,70 
240,32331,3000,70 
240,32329,3000,70 
240,32362,3000,70 
240,23365,4000,70 
240,13385,4000,70 
240,32372,4000,70 
240,32403,4000,70 
240,32372,4000,70 
240,32371,4000,70 
240,28167,5000,70 
240,30513,5000,70 
240,32437,5000,70 
240,32404,5000,70 
240,32404,5000,70 
240,32437,5000,70 
240,22491,6000,70 
240,12974,6000,70 
240,32432,6000,70 
240,32463,6000,70 
240,32430,6000,70 
240,32432,6000,70 
240,28487,7000,70 
240,30875,7000,70 
240,32487,7000,70 
240,32454,7000,70 
240,32453,7000,70 
240,32486,7000,70 
240,22860,8000,70 
240,11955,8000,70 
240,32473,8000,70 
240,32506,8000,70 
240,32474,8000,70 
240,32475,8000,70 
240,28260,1000,71 
240,30624,1000,71 
240,32245,1000,71 
240,32213,1000,71 
240,32209,1000,71 
240,32245,1000,71 
240,22411,2000,71 
240,12541,2000,71 
240,32276,2000,71 
240,32309,2000,71 
240,32277,2000,71 
240,32277,2000,71 
240,27582,3000,71 
240,30611,3000,71 
240,32359,3000,71 
240,32327,3000,71 
240,32328,3000,71 
240,32360,3000,71 
240,21983,4000,71 
240,9947,4000,71 
240,32374,4000,71 
240,32404,4000,71 
240,32372,4000,71 
240,32371,4000,71 
240,27935,5000,71 
240,30267,5000,71 
240,32437,5000,71 
240,32405,5000,71 
240,32406,5000,71 
240,32438,5000,71 
240,22118,6000,71 
240,10140,6000,71 
240,32431,6000,71 
240,32463,6000,71 
240,32431,6000,71 
240,32432,6000,71 
240,28139,7000,71 
240,30529,7000,71 
240,32485,7000,71 
240,32454,7000,71 
240,32453,7000,71 
240,32486,7000,71 
240,22360,8000,71 
240,12208,8000,71 
240,32475,8000,71 
240,32507,8000,71 
240,32475,8000,71 
240,32475,8000,71 
240,28291,1000,72 
240,29977,1000,72 
240,32243,1000,72 
240,32212,1000,72 
240,32213,1000,72 
240,32243,1000,72 
240,22830,2000,72 
240,11787,2000,72 
240,32277,2000,72 
240,32308,2000,72 
240,32274,2000,72 
240,32277,2000,72 
240,28220,3000,72 
240,30434,3000,72 
240,32359,3000,72 
240,32329,3000,72 
240,32329,3000,72 
240,32362,3000,72 
240,22297,4000,72 
240,11745,4000,72 
240,32370,4000,72 
240,32403,4000,72 
240,32370,4000,72 
240,32371,4000,72 
240,28236,5000,72 
240,30276,5000,72 
240,32437,5000,72 
240,32405,5000,72 
240,32405,5000,72 
240,32436,5000,72 
240,22311,6000,72 
240,11084,6000,72 
240,32431,6000,72 
240,32463,6000,72 
240,32430,6000,72 
240,32431,6000,72 
240,28151,7000,72 
240,30479,7000,72 
240,32486,7000,72 
240,32453,7000,72 
240,32453,7000,72 
240,32486,7000,72 
240,21907,8000,72 
240,10975,8000,72 
240,32474,8000,72 
240,32508,8000,72 
240,32475,8000,72 
240,32474,8000,72 
240,28277,1000,73 
240,30149,1000,73 
240,32242,1000,73 
240,32212,1000,73 
240,32212,1000,73 
240,32243,1000,73 
240,21981,2000,73 
240,11136,2000,73 
240,32277,2000,73 
240,32309,2000,73 
240,32277,2000,73 
240,32278,2000,73 
240,27790,3000,73 
240,30357,3000,73 
240,32359,3000,73 
240,32329,3000,73 
240,32326,3000,73 
240,32358,3000,73 
240,21984,4000,73 
240,10107,4000,73 
240,32370,4000,73 
240,32405,4000,73 
240,32372,4000,73 
240,32372,4000,73 
240,28161,5000,73 
240,30160,5000,73 
240,32435,5000,73 
240,32404,5000,73 
240,32403,5000,73 
240,32438,5000,73 
240,21975,6000,73 
240,10241,6000,73 
240,32430,6000,73 
240,32463,6000,73 
240,32431,6000,73 
240,32431,6000,73 
240,28136,7000,73 
240,30405,7000,73 
240,32486,7000,73 
240,32455,7000,73 
240,32453,7000,73 
240,32485,7000,73 
240,22268,8000,73 
240,11552,8000,73 
240,32474,8000,73 
240,32507,8000,73 
240,32474,8000,73 
240,32476,8000,73 
240,28575,1000,74 
240,30356,1000,74 
240,32241,1000,74 
240,32212,1000,74 
240,32210,1000,74 
240,32242,1000,74 
240,21756,2000,74 
240,10724,2000,74 
240,32280,2000,74 
240,32308,2000,74 
240,32275,2000,74 
240,32279,2000,74 
240,28654,3000,74 
240,30362,3000,74 
240,32364,3000,74 
240,32331,3000,74 
240,32329,3000,74 
240,32358,3000,74 
240,21686,4000,74 
240,10250,4000,74 
240,32368,4000,74 
240,32402,4000,74 
240,32370,4000,74 
240,32370,4000,74 
240,28067,5000,74 
240,30434,5000,74 
240,32437,5000,74 
240,32404,5000,74 
240,32404,5000,74 
240,32435,5000,74 
240,24606,6000,74 
240,16917,6000,74 
240,32432,6000,74 
240,32463,6000,74 
240,32431,6000,74 
240,32429,6000,74 
240,28229,7000,74 
240,30615,7000,74 
240,32486,7000,74 
240,32453,7000,74 
240,32454,7000,74 
240,32486,7000,74 
240,21958,8000,74 
240,11613,8000,74 
240,32474,8000,74 
240,32507,8000,74 
240,32474,8000,74 
240,32473,8000,74 
240,28643,1000,75 
240,30273,1000,75 
240,32241,1000,75 
240,32208,1000,75 
240,32211,1000,75 
240,32242,1000,75 
240,21787,2000,75 
240,11229,2000,75 
240,32277,2000,75 
240,32311,2000,75 
240,32276,2000,75 
240,32274,2000,75 
240,28092,3000,75 
240,30414,3000,75 
240,32360,3000,75 
240,32328,3000,75 
240,32328,3000,75 
240,32360,3000,75 
240,21956,4000,75 
240,11318,4000,75 
240,32370,4000,75 
240,32406,4000,75 
240,32371,4000,75 
240,32370,4000,75 
240,28255,5000,75 
240,30205,5000,75 
240,32435,5000,75 
240,32404,5000,75 
240,32405,5000,75 
240,32438,5000,75 
240,22691,6000,75 
240,10604,6000,75 
240,32430,6000,75 
240,32463,6000,75 
240,32432,6000,75 
240,32430,6000,75 
240,28271,7000,75 
240,30289,7000,75 
240,32485,7000,75 
240,32453,7000,75 
240,32454,7000,75 
240,32486,7000,75 
240,22261,8000,75 
240,11977,8000,75 
240,32474,8000,75 
240,32506,8000,75 
240,32474,8000,75 
240,32474,8000,75 
240,27736,1000,76 
240,30494,1000,76 
240,32243,1000,76 
240,32211,1000,76 
240,32210,1000,76 
240,32242,1000,76 
240,22216,2000,76 
240,12027,2000,76 
240,32276,2000,76 
240,32307,2000,76 
240,32274,2000,76 
240,32276,2000,76 
240,28218,3000,76 
240,30293,3000,76 
240,32362,3000,76 
240,32326,3000,76 
240,32330,3000,76 
240,32362,3000,76 
240,23447,4000,76 
240,12785,4000,76 
240,32373,4000,76 
240,32404,4000,76 
240,32371,4000,76 
240,32371,4000,76 
240,28359,5000,76 
240,30332,5000,76 
240,32436,5000,76 
240,32405,5000,76 
240,32403,5000,76 
240,32437,5000,76 
240,23705,6000,76 
240,13055,6000,76 
240,32431,6000,76 
240,32463,6000,76 
240,32431,6000,76 
240,32431,6000,76 
240,28623,7000,76 
240,30641,7000,76 
240,32487,7000,76 
240,32453,7000,76 
240,32453,7000,76 
240,32485,7000,76 
240,23337,8000,76 
240,13624,8000,76 
240,32475,8000,76 
240,32506,8000,76 
240,32474,8000,76 
240,32475,8000,76 
240,28520,1000,77 
240,30401,1000,77 
240,32245,1000,77 
240,32216,1000,77 
240,32212,1000,77 
240,32243,1000,77 
240,22904,2000,77 
240,12355,2000,77 
240,32277,2000,77 
240,32310,2000,77 
240,32273,2000,77 
240,32276,2000,77 
240,28254,3000,77 
240,30782,3000,77 
240,32359,3000,77 
240,32330,3000,77 
240,32329,3000,77 
240,32359,3000,77 
240,22284,4000,77 
240,12963,4000,77 
240,32371,4000,77 
240,32402,4000,77 
240,32371,4000,77 
240,32371,4000,77 
240,28044,5000,77 
240,30620,5000,77 
240,32436,5000,77 
240,32404,5000,77 
240,32405,5000,77 
240,32438,5000,77 
240,22517,6000,77 
240,11777,6000,77 
240,32431,6000,77 
240,32463,6000,77 
240,32432,6000,77 
240,32429,6000,77 
240,28278,7000,77 
240,30808,7000,77 
240,32486,7000,77 
240,32453,7000,77 
240,32453,7000,77 
240,32485,7000,77 
240,23027,8000,77 
240,13063,8000,77 
240,32475,8000,77 
240,32506,8000,77 
240,32474,8000,77 
240,32474,8000,77 
240,29041,1000,78 
240,30011,1000,78 
240,32241,1000,78 
240,32213,1000,78 
240,32208,1000,78 
240,32246,1000,78 
240,23341,2000,78 
240,12122,2000,78 
240,32277,2000,78 
240,32308,2000,78 
240,32279,2000,78 
240,32277,2000,78 
240,28367,3000,78 
240,30230,3000,78 
240,32359,3000,78 
240,32331,3000,78 
240,32329,3000,78 
240,32361,3000,78 
240,22217,4000,78 
240,11376,4000,78 
240,32372,4000,78 
240,32403,4000,78 
240,32371,4000,78 
240,32373,4000,78 
240,27850,5000,78 
240,30283,5000,78 
240,32437,5000,78 
240,32404,5000,78 
240,32405,5000,78 
240,32436,5000,78 
240,22340,6000,78 
240,11320,6000,78 
240,32430,6000,78 
240,32463,6000,78 
240,32432,6000,78 
240,32430,6000,78 
240,28264,7000,78 
240,30557,7000,78 
240,32486,7000,78 
240,32454,7000,78 
240,32452,7000,78 
240,32485,7000,78 
240,22998,8000,78 
240,13149,8000,78 
240,32473,8000,78 
240,32506,8000,78 
240,32474,8000,78 
240,32474,8000,78 
240,28342,1000,79 
240,30583,1000,79 
240,32242,1000,79 
240,32211,1000,79 
240,32211,1000,79 
240,32242,1000,79 
240,22740,2000,79 
240,12310,2000,79 
240,32281,2000,79 
240,32308,2000,79 
240,32277,2000,79 
240,32277,2000,79 
240,28345,3000,79 
240,30239,3000,79 
240,32359,3000,79 
240,32327,3000,79 
240,32327,3000,79 
240,32361,3000,79 
240,22839,4000,79 
240,12571,4000,79 
240,32373,4000,79 
240,32403,4000,79 
240,32371,4000,79 
240,32372,4000,79 
240,28037,5000,79 
240,30149,5000,79 
240,32438,5000,79 
240,32405,5000,79 
240,32404,5000,79 
240,32436,5000,79 
240,22414,6000,79 
240,11568,6000,79 
240,32431,6000,79 
240,32463,6000,79 
240,32430,6000,79 
240,32430,6000,79 
240,28441,7000,79 
240,30339,7000,79 
240,32485,7000,79 
240,32453,7000,79 
240,32453,7000,79 
240,32485,7000,79 
240,22434,8000,79 
240,11305,8000,79 
240,32474,8000,79 
240,32507,8000,79 
240,32476,8000,79 
240,32475,8000,79 
240,28194,1000,80 
240,30070,1000,80 
240,32241,1000,80 
240,32213,1000,80 
240,32211,1000,80 
240,32242,1000,80 
240,21789,2000,80 
240,10214,2000,80 
240,32276,2000,80 
240,32309,2000,80 
240,32275,2000,80 
240,32277,2000,80 
240,27930,3000,80 
240,30159,3000,80 
240,32362,3000,80 
240,32328,3000,80 
240,32329,3000,80 
240,32359,3000,80 
240,21918,4000,80 
240,9829,4000,80 
240,32372,4000,80 
240,32401,4000,80 
240,32371,4000,80 
240,32372,4000,80 
240,28072,5000,80 
240,30330,5000,80 
240,32437,5000,80 
240,32403,5000,80 
240,32404,5000,80 
240,32438,5000,80 
240,21815,6000,80 
240,10431,6000,80 
240,32431,6000,80 
240,32463,6000,80 
240,32430,6000,80 
240,32430,6000,80 
240,28302,7000,80 
240,30502,7000,80 
240,32487,7000,80 
240,32454,7000,80 
240,32452,7000,80 
240,32486,7000,80 
240,22087,8000,80 
240,10869,8000,80 
240,32475,8000,80 
240,32507,8000,80 
240,32475,8000,80 
240,32475,8000,80 
240,28295,1000,81 
240,30100,1000,81 
240,32243,1000,81 
240,32210,1000,81 
240,32209,1000,81 
240,32243,1000,81 
240,21510,2000,81 
240,9837,2000,81 
240,32278,2000,81 
240,32309,2000,81 
240,32277,2000,81 
240,32276,2000,81 
240,28032,3000,81 
240,30277,3000,81 
240,32361,3000,81 
240,32328,3000,81 
240,32329,3000,81 
240,32361,3000,81 
240,21810,4000,81 
240,10146,4000,81 
240,32373,4000,81 
240,32404,4000,81 
240,32370,4000,81 
240,32371,4000,81 
240,27713,5000,81 
240,30505,5000,81 
240,32436,5000,81 
240,32403,5000,81 
240,32404,5000,81 
240,32436,5000,81 
240,22364,6000,81 
240,10617,6000,81 
240,32430,6000,81 
240,32464,6000,81 
240,32430,6000,81 
240,32432,6000,81 
240,28013,7000,81 
240,30267,7000,81 
240,32486,7000,81 
240,32454,7000,81 
240,32453,7000,81 
240,32486,7000,81 
240,23188,8000,81 
240,12824,8000,81 
240,32475,8000,81 
240,32506,8000,81 
240,32475,8000,81 
240,32476,8000,81 
240,28365,1000,82 
240,30039,1000,82 
240,32243,1000,82 
240,32211,1000,82 
240,32210,1000,82 
240,32244,1000,82 
240,22350,2000,82 
240,10753,2000,82 
240,32275,2000,82 
240,32309,2000,82 
240,32277,2000,82 
240,32278,2000,82 
240,28058,3000,82 
240,30092,3000,82 
240,32361,3000,82 
240,32326,3000,82 
240,32328,3000,82 
240,32363,3000,82 
240,21745,4000,82 
240,9675,4000,82 
240,32372,4000,82 
240,32402,4000,82 
240,32370,4000,82 
240,32371,4000,82 
240,28256,5000,82 
240,30558,5000,82 
240,32436,5000,82 
240,32404,5000,82 
240,32404,5000,82 
240,32438,5000,82 
240,22430,6000,82 
240,12493,6000,82 
240,32431,6000,82 
240,32462,6000,82 
240,32430,6000,82 
240,32429,6000,82 
240,28219,7000,82 
240,30322,7000,82 
240,32485,7000,82 
240,32453,7000,82 
240,32452,7000,82 
240,32486,7000,82 
240,22781,8000,82 
240,12306,8000,82 
240,32474,8000,82 
240,32506,8000,82 
240,32474,8000,82 
240,32472,8000,82 
240,28188,1000,83 
240,30082,1000,83 
240,32244,1000,83 
240,32209,1000,83 
240,32208,1000,83 
240,32241,1000,83 
240,23585,2000,83 
240,12611,2000,83 
240,32276,2000,83 
240,32308,2000,83 
240,32277,2000,83 
240,32277,2000,83 
240,28049,3000,83 
240,30159,3000,83 
240,32359,3000,83 
240,32329,3000,83 
240,32328,3000,83 
240,32359,3000,83 
240,21971,4000,83 
240,10446,4000,83 
240,32371,4000,83 
240,32404,4000,83 
240,32370,4000,83 
240,32370,4000,83 
240,28066,5000,83 
240,30322,5000,83 
240,32435,5000,83 
240,32405,5000,83 
240,32405,5000,83 
240,32437,5000,83 
240,22096,6000,83 
240,11341,6000,83 
240,32431,6000,83 
240,32463,6000,83 
240,32431,6000,83 
240,32430,6000,83 
240,28407,7000,83 
240,30496,7000,83 
240,32485,7000,83 
240,32453,7000,83 
240,32455,7000,83 
240,32485,7000,83 
240,22631,8000,83 
240,12248,8000,83 
240,32475,8000,83 
240,32506,8000,83 
240,32475,8000,83 
240,32475,8000,83 
240,28362,1000,84 
240,30186,1000,84 
240,32241,1000,84 
240,32210,1000,84 
240,32207,1000,84 
240,32241,1000,84 
240,22076,2000,84 
240,10465,2000,84 
240,32274,2000,84 
240,32307,2000,84 
240,32274,2000,84 
240,32276,2000,84 
240,28002,3000,84 
240,30199,3000,84 
240,32362,3000,84 
240,32328,3000,84 
240,32326,3000,84 
240,32360,3000,84 
240,21910,4000,84 
240,11168,4000,84 
240,32371,4000,84 
240,32403,4000,84 
240,32372,4000,84 
240,32371,4000,84 
240,28024,5000,84 
240,30469,5000,84 
240,32438,5000,84 
240,32403,5000,84 
240,32405,5000,84 
240,32435,5000,84 
240,22469,6000,84 
240,11921,6000,84 
240,32430,6000,84 
240,32461,6000,84 
240,32431,6000,84 
240,32431,6000,84 
240,28326,7000,84 
240,30613,7000,84 
240,32486,7000,84 
240,32453,7000,84 
240,32453,7000,84 
240,32487,7000,84 
240,23512,8000,84 
240,13932,8000,84 
240,32475,8000,84 
240,32505,8000,84 
240,32474,8000,84 
240,32474,8000,84 
240,28142,1000,85 
240,30222,1000,85 
240,32243,1000,85 
240,32212,1000,85 
240,32208,1000,85 
240,32243,1000,85 
240,23172,2000,85 
240,11785,2000,85 
240,32277,2000,85 
240,32311,2000,85 
240,32276,2000,85 
240,32276,2000,85 
240,28018,3000,85 
240,30562,3000,85 
240,32360,3000,85 
240,32329,3000,85 
240,32328,3000,85 
240,32360,3000,85 
240,22796,4000,85 
240,12163,4000,85 
240,32372,4000,85 
240,32402,4000,85 
240,32372,4000,85 
240,32371,4000,85 
240,28228,5000,85 
240,30341,5000,85 
240,32436,5000,85 
240,32404,5000,85 
240,32406,5000,85 
240,32438,5000,85 
240,22202,6000,85 
240,13519,6000,85 
240,32430,6000,85 
240,32463,6000,85 
240,32431,6000,85 
240,32429,6000,85 
240,28457,7000,85 
240,30562,7000,85 
240,32486,7000,85 
240,32454,7000,85 
240,32452,7000,85 
240,32485,7000,85 
240,23203,8000,85 
240,11515,8000,85 
240,32473,8000,85 
240,32507,8000,85 
240,32473,8000,85 
240,32474,8000,85 
240,28577,1000,86 
240,30343,1000,86 
240,32245,1000,86 
240,32210,1000,86 
240,32207,1000,86 
240,32241,1000,86 
240,22923,2000,86 
240,11297,2000,86 
240,32276,2000,86 
240,32309,2000,86 
240,32278,2000,86 
240,32275,2000,86 
240,27685,3000,86 
240,30792,3000,86 
240,32361,3000,86 
240,32329,3000,86 
240,32327,3000,86 
240,32359,3000,86 
240,22615,4000,86 
240,13380,4000,86 
240,32370,4000,86 
240,32405,4000,86 
240,32370,4000,86 
240,32372,4000,86 
240,28150,5000,86 
240,30882,5000,86 
240,32437,5000,86 
240,32406,5000,86 
240,32405,5000,86 
240,32437,5000,86 
240,22981,6000,86 
240,13453,6000,86 
240,32431,6000,86 
240,32464,6000,86 
240,32430,6000,86 
240,32429,6000,86 
240,29023,7000,86 
240,30176,7000,86 
240,32486,7000,86 
240,32455,7000,86 
240,32454,7000,86 
240,32486,7000,86 
240,23027,8000,86 
240,12519,8000,86 
240,32475,8000,86 
240,32508,8000,86 
240,32474,8000,86 
240,32476,8000,86 
240,28392,1000,87 
240,30260,1000,87 
240,32244,1000,87 
240,32209,1000,87 
240,32210,1000,87 
240,32241,1000,87 
240,22573,2000,87 
240,11492,2000,87 
240,32277,2000,87 
240,32309,2000,87 
240,32276,2000,87 
240,32276,2000,87 
240,28465,3000,87 
240,30623,3000,87 
240,32361,3000,87 
240,32328,3000,87 
240,32328,3000,87 
240,32360,3000,87 
240,22926,4000,87 
240,12388,4000,87 
240,32373,4000,87 
240,32401,4000,87 
240,32369,4000,87 
240,32370,4000,87 
240,28296,5000,87 
240,30202,5000,87 
240,32438,5000,87 
240,32405,5000,87 
240,32404,5000,87 
240,32437,5000,87 
240,22288,6000,87 
240,13843,6000,87 
240,32431,6000,87 
240,32462,6000,87 
240,32429,6000,87 
240,32430,6000,87 
240,27741,7000,87 
240,30551,7000,87 
240,32486,7000,87 
240,32455,7000,87 
240,32453,7000,87 
240,32486,7000,87 
240,22747,8000,87 
240,11316,8000,87 
240,32477,8000,87 
240,32506,8000,87 
240,32474,8000,87 
240,32475,8000,87 
240,27700,1000,88 
240,30045,1000,88 
240,32243,1000,88 
240,32216,1000,88 
240,32211,1000,88 
240,32241,1000,88 
240,22243,2000,88 
240,11117,2000,88 
240,32275,2000,88 
240,32311,2000,88 
240,32273,2000,88 
240,32274,2000,88 
240,28216,3000,88 
240,30315,3000,88 
240,32361,3000,88 
240,32326,3000,88 
240,32329,3000,88 
240,32363,3000,88 
240,22478,4000,88 
240,11850,4000,88 
240,32372,4000,88 
240,32403,4000,88 
240,32371,4000,88 
240,32370,4000,88 
240,28652,5000,88 
240,30126,5000,88 
240,32436,5000,88 
240,32404,5000,88 
240,32404,5000,88 
240,32437,5000,88 
240,22185,6000,88 
240,12339,6000,88 
240,32429,6000,88 
240,32462,6000,88 
240,32430,6000,88 
240,32430,6000,88 
240,28334,7000,88 
240,30224,7000,88 
240,32485,7000,88 
240,32454,7000,88 
240,32455,7000,88 
240,32486,7000,88 
240,22106,8000,88 
240,9677,8000,88 
240,32473,8000,88 
240,32507,8000,88 
240,32474,8000,88 
240,32473,8000,88 
240,28637,1000,89 
240,29998,1000,89 
240,32240,1000,89 
240,32210,1000,89 
240,32211,1000,89 
240,32240,1000,89 
240,21919,2000,89 
240,10539,2000,89 
240,32277,2000,89 
240,32308,2000,89 
240,32278,2000,89 
240,32278,2000,89 
240,28386,3000,89 
240,30138,3000,89 
240,32360,3000,89 
240,32329,3000,89 
240,32325,3000,89 
240,32361,3000,89 
240,22112,4000,89 
240,10909,4000,89 
240,32371,4000,89 
240,32400,4000,89 
240,32372,4000,89 
240,32369,4000,89 
240,28297,5000,89 
240,30687,5000,89 
240,32438,5000,89 
240,32404,5000,89 
240,32405,5000,89 
240,32437,5000,89 
240,22005,6000,89 
240,11301,6000,89 
240,32429,6000,89 
240,32463,6000,89 
240,32430,6000,89 
240,32428,6000,89 
240,28209,7000,89 
240,30264,7000,89 
240,32485,7000,89 
240,32453,7000,89 
240,32453,7000,89 
240,32485,7000,89 
240,21699,8000,89 
240,9381,8000,89 
240,32473,8000,89 
240,32506,8000,89 
240,32474,8000,89 
240,32475,8000,89 
240,28257,1000,90 
240,29936,1000,90 
240,32242,1000,90 
240,32208,1000,90 
240,32211,1000,90 
240,32241,1000,90 
240,21481,2000,90 
240,10287,2000,90 
240,32277,2000,90 
240,32307,2000,90 
240,32274,2000,90 
240,32277,2000,90 
240,28006,3000,90 
240,30215,3000,90 
240,32359,3000,90 
240,32327,3000,90 
240,32328,3000,90 
240,32361,3000,90 
240,21941,4000,90 
240,10185,4000,90 
240,32369,4000,90 
240,32402,4000,90 
240,32371,4000,90 
240,32370,4000,90 
240,28200,5000,90 
240,30219,5000,90 
240,32437,5000,90 
240,32405,5000,90 
240,32403,5000,90 
240,32435,5000,90 
240,22323,6000,90 
240,10558,6000,90 
240,32430,6000,90 
240,32463,6000,90 
240,32431,6000,90 
240,32431,6000,90 
240,28214,7000,90 
240,30186,7000,90 
240,32485,7000,90 
240,32454,7000,90 
240,32452,7000,90 
240,32485,7000,90 
240,22270,8000,90 
240,11239,8000,90 
240,32473,8000,90 
240,32506,8000,90 
240,32476,8000,90 
240,32473,8000,90 
240,28353,1000,91 
240,30197,1000,91 
240,32242,1000,91 
240,32214,1000,91 
240,32209,1000,91 
240,32242,1000,91 
240,22070,2000,91 
240,11342,2000,91 
240,32273,2000,91 
240,32308,2000,91 
240,32274,2000,91 
240,32275,2000,91 
